"path"	"group"	"extension"	"bytes"	"loc"	"nonblank"
"docs/status/WAL膨胀根治与启动积压驯服.md"	"documentation"	".md"	"1968"	"22"	"18"
"docs/status/agent规则激进精简-v2.md"	"documentation"	".md"	"301"	"11"	"9"
"docs/status/agent规则精简.md"	"documentation"	".md"	"274"	"11"	"9"
"docs/status/ai-worker发货闭包修复.md"	"documentation"	".md"	"1405"	"14"	"12"
"docs/status/asbuilt-spec.md"	"documentation"	".md"	"568"	"11"	"9"
"docs/status/canvas设置项生效检查与修复.md"	"documentation"	".md"	"328"	"11"	"9"
"docs/status/md阅读器巨型文档内存爆炸修复.md"	"documentation"	".md"	"343"	"11"	"9"
"docs/status/queries-模块拆分.md"	"documentation"	".md"	"1072"	"17"	"13"
"docs/status/refactor_2026.md"	"documentation"	".md"	"5179"	"54"	"37"
"docs/status/span埋点与worker日志汇入.md"	"documentation"	".md"	"313"	"11"	"9"
"docs/status/worklogs日期前缀修正.md"	"documentation"	".md"	"305"	"11"	"9"
"docs/status/上线前三功能方案-导出-备份-图片编辑.md"	"documentation"	".md"	"548"	"11"	"9"
"docs/status/主页Canvas性能优化.md"	"documentation"	".md"	"295"	"11"	"9"
"docs/status/产品命名-R2-7(FTO-在途).md"	"documentation"	".md"	"310"	"11"	"9"
"docs/status/产品命名-R2-7.md"	"documentation"	".md"	"274"	"11"	"9"
"docs/status/仓库架构与流水线全面梳理.md"	"documentation"	".md"	"4516"	"42"	"33"
"docs/status/入库扫描元数据读取性能优化.md"	"documentation"	".md"	"2067"	"21"	"17"
"docs/status/全仓未完成工作梳理.md"	"documentation"	".md"	"301"	"11"	"9"
"docs/status/全仓注释清理精简.md"	"documentation"	".md"	"292"	"11"	"9"
"docs/status/全仓深度review与直修.md"	"documentation"	".md"	"3876"	"23"	"21"
"docs/status/全局.md"	"documentation"	".md"	"241"	"11"	"9"
"docs/status/全局性能面板.md"	"documentation"	".md"	"277"	"11"	"9"
"docs/status/全景扫描剩余项.md"	"documentation"	".md"	"5385"	"53"	"40"
"docs/status/内容去重全流程审查.md"	"documentation"	".md"	"2240"	"33"	"23"
"docs/status/内测发行.md"	"documentation"	".md"	"259"	"11"	"9"
"docs/status/前后端分离与服务端部署.md"	"documentation"	".md"	"2467"	"22"	"18"
"docs/status/前端动画重构.md"	"documentation"	".md"	"274"	"11"	"9"
"docs/status/去重功能全局方案.md"	"documentation"	".md"	"8418"	"67"	"54"
"docs/status/后端大文件拆分审查.md"	"documentation"	".md"	"4581"	"28"	"24"
"docs/status/图片简单编辑施工.md"	"documentation"	".md"	"443"	"12"	"10"
"docs/status/图片编辑功能升级.md"	"documentation"	".md"	"288"	"11"	"9"
"docs/status/备份测试硬化专项.md"	"documentation"	".md"	"917"	"17"	"13"
"docs/status/多专家新立项Review综合-chatgpt-5.6-sol.md"	"documentation"	".md"	"361"	"11"	"9"
"docs/status/多专家新立项产品与架构综合评审.md"	"documentation"	".md"	"358"	"11"	"9"
"docs/status/大图浏览器无闪切图与错误态修复.md"	"documentation"	".md"	"355"	"11"	"9"
"docs/status/完成可收口任务核实与回写.md"	"documentation"	".md"	"328"	"11"	"9"
"docs/status/完成度审查.md"	"documentation"	".md"	"268"	"11"	"9"
"docs/status/官网.md"	"documentation"	".md"	"241"	"11"	"9"
"docs/status/官网重设计.md"	"documentation"	".md"	"268"	"11"	"9"
"docs/status/审查9项修复分批施工.md"	"documentation"	".md"	"304"	"11"	"9"
"docs/status/审查修复.md"	"documentation"	".md"	"259"	"11"	"9"
"docs/status/审查应用配置重构.md"	"documentation"	".md"	"292"	"11"	"9"
"docs/status/工作记忆与文档体系融合方案深度Review.md"	"documentation"	".md"	"376"	"11"	"9"
"docs/status/布局策略-T20.md"	"documentation"	".md"	"271"	"11"	"9"
"docs/status/应用配置重构-外置配置文件与热应用.md"	"documentation"	".md"	"367"	"11"	"9"
"docs/status/底栏重构-内容页动态文件信息.md"	"documentation"	".md"	"340"	"11"	"9"
"docs/status/开发者手册.md"	"documentation"	".md"	"268"	"11"	"9"
"docs/status/扫描线P1修复与tmp吸收.md"	"documentation"	".md"	"1332"	"14"	"12"
"docs/status/批量15项问题清单.md"	"documentation"	".md"	"1354"	"17"	"13"
"docs/status/数据备份与恢复施工.md"	"documentation"	".md"	"466"	"12"	"10"
"docs/status/文件树与顶栏格式筛选方案.md"	"documentation"	".md"	"328"	"11"	"9"
"docs/status/文件树显示范围与格式筛选.md"	"documentation"	".md"	"4619"	"33"	"29"
"docs/status/文件树画廊定位唯一性修复.md"	"documentation"	".md"	"331"	"11"	"9"
"docs/status/文档治理.md"	"documentation"	".md"	"259"	"11"	"9"
"docs/status/文档缩略图叠加标题与章节.md"	"documentation"	".md"	"1145"	"20"	"15"
"docs/status/新立项视角全面Review-chatgpt-5.6-sol.md"	"documentation"	".md"	"352"	"11"	"9"
"docs/status/新立项视角全面Review.md"	"documentation"	".md"	"1773"	"22"	"16"
"docs/status/无人值守清账波.md"	"documentation"	".md"	"283"	"11"	"9"
"docs/status/日志能力重构.md"	"documentation"	".md"	"281"	"11"	"9"
"docs/status/未完成工作梳理与free社区版最短路径.md"	"documentation"	".md"	"938"	"15"	"11"
"docs/status/本地目录改名picasa-next至scrollery.md"	"documentation"	".md"	"346"	"11"	"9"
"docs/status/树内文件行打开与拖拽.md"	"documentation"	".md"	"313"	"11"	"9"
"docs/status/根文件夹显隐.md"	"documentation"	".md"	"274"	"11"	"9"
"docs/status/渠道与开源边界.md"	"documentation"	".md"	"12236"	"86"	"67"
"docs/status/生产信任根-D1.md"	"documentation"	".md"	"277"	"11"	"9"
"docs/status/画廊大图首次打开慢与闪烁修复.md"	"documentation"	".md"	"346"	"11"	"9"
"docs/status/画廊性能.md"	"documentation"	".md"	"259"	"11"	"9"
"docs/status/画廊性能时间轴.md"	"documentation"	".md"	"286"	"11"	"9"
"docs/status/画廊无缝minimap轴.md"	"documentation"	".md"	"286"	"11"	"9"
"docs/status/画廊窗口重排防闪.md"	"documentation"	".md"	"561"	"12"	"10"
"docs/status/画廊轴minimap解耦与按钮迁底栏.md"	"documentation"	".md"	"340"	"11"	"9"
"docs/status/画廊重排滚动位置恢复.md"	"documentation"	".md"	"310"	"11"	"9"
"docs/status/窗口化沉浸模式-非全屏自动隐藏顶栏底栏.md"	"documentation"	".md"	"385"	"11"	"9"
"docs/status/统一文件树与画廊目录排序.md"	"documentation"	".md"	"331"	"11"	"9"
"docs/status/缩略图流水线.md"	"documentation"	".md"	"3694"	"27"	"23"
"docs/status/缩略图进度刷新丢失与视频派生独立控制.md"	"documentation"	".md"	"382"	"11"	"9"
"docs/status/自定义ICC与色域切换.md"	"documentation"	".md"	"447"	"13"	"10"
"docs/status/虚拟滚动-T16.md"	"documentation"	".md"	"271"	"11"	"9"
"docs/status/融合方案Phase3索引新鲜度门.md"	"documentation"	".md"	"331"	"11"	"9"
"docs/status/规范优化审查.md"	"documentation"	".md"	"2812"	"25"	"21"
"docs/status/视频封面关键帧提取性能审查.md"	"documentation"	".md"	"538"	"12"	"10"
"docs/status/视频播放器重构.md"	"documentation"	".md"	"1214"	"13"	"11"
"docs/status/视频格式扩展子系统.md"	"documentation"	".md"	"1416"	"17"	"13"
"docs/status/质量审查待修池.md"	"documentation"	".md"	"4036"	"31"	"26"
"docs/status/超长文件拆分方案.md"	"documentation"	".md"	"292"	"11"	"9"
"docs/status/过度工程化审查.md"	"documentation"	".md"	"1995"	"22"	"17"
"docs/status/选区契约(Part5).md"	"documentation"	".md"	"280"	"11"	"9"
"docs/status/选择契约-T18.md"	"documentation"	".md"	"271"	"11"	"9"
"docs/status/阅读器完善.md"	"documentation"	".md"	"4602"	"30"	"24"
"docs/status/阅读器页UI优化.md"	"documentation"	".md"	"280"	"11"	"9"
"docs/status/降噪超分子系统.md"	"documentation"	".md"	"1858"	"17"	"13"
"docs/status/顶栏重构.md"	"documentation"	".md"	"11815"	"33"	"28"
"docs/todo.md"	"documentation"	".md"	"16060"	"106"	"92"
"docs/worklogs/2026-07-12-工作记忆与文档体系融合方案深度Review/closeout.md"	"documentation"	".md"	"954"	"17"	"14"
"docs/worklogs/2026-07-12-工作记忆与文档体系融合方案深度Review/findings.md"	"documentation"	".md"	"12285"	"80"	"71"
"docs/worklogs/2026-07-12-工作记忆与文档体系融合方案深度Review/progress.md"	"documentation"	".md"	"5862"	"48"	"40"
"docs/worklogs/2026-07-12-工作记忆与文档体系融合方案深度Review/task_plan.md"	"documentation"	".md"	"6212"	"109"	"89"
"docs/worklogs/2026-07-12-融合方案Phase3索引新鲜度门/closeout.md"	"documentation"	".md"	"538"	"13"	"11"
"docs/worklogs/2026-07-12-融合方案Phase3索引新鲜度门/findings.md"	"documentation"	".md"	"1604"	"24"	"19"
"docs/worklogs/2026-07-12-融合方案Phase3索引新鲜度门/progress.md"	"documentation"	".md"	"1278"	"18"	"15"
"docs/worklogs/2026-07-12-融合方案Phase3索引新鲜度门/task_plan.md"	"documentation"	".md"	"1773"	"41"	"32"
"docs/worklogs/2026-07-13-主页Canvas性能优化/closeout.md"	"documentation"	".md"	"907"	"16"	"14"
"docs/worklogs/2026-07-13-主页Canvas性能优化/findings.md"	"documentation"	".md"	"3188"	"34"	"29"
"docs/worklogs/2026-07-13-主页Canvas性能优化/progress.md"	"documentation"	".md"	"1697"	"19"	"16"
"docs/worklogs/2026-07-13-主页Canvas性能优化/task_plan.md"	"documentation"	".md"	"1850"	"49"	"39"
"docs/worklogs/2026-07-13-全局性能面板/closeout.md"	"documentation"	".md"	"1236"	"18"	"16"
"docs/worklogs/2026-07-13-全局性能面板/findings.md"	"documentation"	".md"	"2773"	"37"	"32"
"docs/worklogs/2026-07-13-全局性能面板/progress.md"	"documentation"	".md"	"1547"	"21"	"18"
"docs/worklogs/2026-07-13-全局性能面板/task_plan.md"	"documentation"	".md"	"2776"	"57"	"46"
"docs/worklogs/2026-07-13-多专家新立项Review综合-chatgpt-5.6-sol/closeout.md"	"documentation"	".md"	"1483"	"18"	"16"
"docs/worklogs/2026-07-13-多专家新立项Review综合-chatgpt-5.6-sol/findings.md"	"documentation"	".md"	"7675"	"72"	"63"
"docs/worklogs/2026-07-13-多专家新立项Review综合-chatgpt-5.6-sol/progress.md"	"documentation"	".md"	"3487"	"30"	"27"
"docs/worklogs/2026-07-13-多专家新立项Review综合-chatgpt-5.6-sol/task_plan.md"	"documentation"	".md"	"2764"	"64"	"51"
"docs/worklogs/2026-07-13-新立项视角全面Review-chatgpt-5.6-sol/closeout.md"	"documentation"	".md"	"1582"	"18"	"16"
"docs/worklogs/2026-07-13-新立项视角全面Review-chatgpt-5.6-sol/findings.md"	"documentation"	".md"	"4314"	"50"	"44"
"docs/worklogs/2026-07-13-新立项视角全面Review-chatgpt-5.6-sol/progress.md"	"documentation"	".md"	"2657"	"25"	"22"
"docs/worklogs/2026-07-13-新立项视角全面Review-chatgpt-5.6-sol/task_plan.md"	"documentation"	".md"	"3062"	"66"	"53"
"docs/worklogs/2026-07-14-文件树画廊定位唯一性修复/closeout.md"	"documentation"	".md"	"952"	"16"	"14"
"docs/worklogs/2026-07-14-文件树画廊定位唯一性修复/findings.md"	"documentation"	".md"	"1993"	"28"	"23"
"docs/worklogs/2026-07-14-文件树画廊定位唯一性修复/progress.md"	"documentation"	".md"	"2620"	"25"	"22"
"docs/worklogs/2026-07-14-文件树画廊定位唯一性修复/task_plan.md"	"documentation"	".md"	"2761"	"52"	"42"
"docs/worklogs/2026-07-15-WAL膨胀根治与启动积压驯服/closeout.md"	"documentation"	".md"	"1779"	"19"	"17"
"docs/worklogs/2026-07-15-WAL膨胀根治与启动积压驯服/findings.md"	"documentation"	".md"	"5875"	"54"	"46"
"docs/worklogs/2026-07-15-WAL膨胀根治与启动积压驯服/progress.md"	"documentation"	".md"	"4187"	"23"	"19"
"docs/worklogs/2026-07-15-WAL膨胀根治与启动积压驯服/task_plan.md"	"documentation"	".md"	"4598"	"52"	"43"
"docs/worklogs/2026-07-15-agent规则激进精简-v2/closeout.md"	"documentation"	".md"	"999"	"17"	"15"
"docs/worklogs/2026-07-15-agent规则激进精简-v2/findings.md"	"documentation"	".md"	"2037"	"31"	"25"
"docs/worklogs/2026-07-15-agent规则激进精简-v2/progress.md"	"documentation"	".md"	"1616"	"21"	"18"
"docs/worklogs/2026-07-15-agent规则激进精简-v2/task_plan.md"	"documentation"	".md"	"2382"	"58"	"45"
"docs/worklogs/2026-07-15-agent规则精简/closeout.md"	"documentation"	".md"	"1075"	"17"	"15"
"docs/worklogs/2026-07-15-agent规则精简/findings.md"	"documentation"	".md"	"2351"	"32"	"26"
"docs/worklogs/2026-07-15-agent规则精简/progress.md"	"documentation"	".md"	"1955"	"21"	"18"
"docs/worklogs/2026-07-15-agent规则精简/task_plan.md"	"documentation"	".md"	"2254"	"56"	"43"
"docs/worklogs/2026-07-15-本地目录改名picasa-next至scrollery/closeout.md"	"documentation"	".md"	"960"	"15"	"13"
"docs/worklogs/2026-07-15-本地目录改名picasa-next至scrollery/findings.md"	"documentation"	".md"	"9300"	"54"	"46"
"docs/worklogs/2026-07-15-本地目录改名picasa-next至scrollery/progress.md"	"documentation"	".md"	"6805"	"49"	"44"
"docs/worklogs/2026-07-15-本地目录改名picasa-next至scrollery/task_plan.md"	"documentation"	".md"	"6355"	"71"	"59"
"docs/worklogs/2026-07-16-后端大文件拆分审查/closeout.md"	"documentation"	".md"	"1532"	"25"	"23"
"docs/worklogs/2026-07-16-后端大文件拆分审查/findings.md"	"documentation"	".md"	"15551"	"124"	"92"
"docs/worklogs/2026-07-16-后端大文件拆分审查/progress.md"	"documentation"	".md"	"8840"	"70"	"60"
"docs/worklogs/2026-07-16-后端大文件拆分审查/task_plan.md"	"documentation"	".md"	"7825"	"84"	"69"
"docs/worklogs/2026-07-16-文件树与顶栏格式筛选方案/closeout.md"	"documentation"	".md"	"3536"	"48"	"46"
"docs/worklogs/2026-07-16-文件树与顶栏格式筛选方案/findings.md"	"documentation"	".md"	"26360"	"158"	"133"
"docs/worklogs/2026-07-16-文件树与顶栏格式筛选方案/progress.md"	"documentation"	".md"	"21045"	"134"	"117"
"docs/worklogs/2026-07-16-文件树与顶栏格式筛选方案/task_plan.md"	"documentation"	".md"	"30163"	"269"	"209"
"docs/worklogs/2026-07-17-Canvas快速拖动防闪烁优化/closeout.md"	"documentation"	".md"	"2455"	"24"	"22"
"docs/worklogs/2026-07-17-Canvas快速拖动防闪烁优化/findings.md"	"documentation"	".md"	"9657"	"56"	"50"
"docs/worklogs/2026-07-17-Canvas快速拖动防闪烁优化/progress.md"	"documentation"	".md"	"7976"	"49"	"45"
"docs/worklogs/2026-07-17-Canvas快速拖动防闪烁优化/task_plan.md"	"documentation"	".md"	"5323"	"69"	"56"
"docs/worklogs/2026-07-17-Canvas滚动缩略图无感加载优化/closeout.md"	"documentation"	".md"	"1393"	"19"	"17"
"docs/worklogs/2026-07-17-Canvas滚动缩略图无感加载优化/findings.md"	"documentation"	".md"	"5894"	"43"	"38"
"docs/worklogs/2026-07-17-Canvas滚动缩略图无感加载优化/progress.md"	"documentation"	".md"	"4958"	"36"	"33"
"docs/worklogs/2026-07-17-Canvas滚动缩略图无感加载优化/task_plan.md"	"documentation"	".md"	"3303"	"57"	"46"
"docs/worklogs/2026-07-17-md阅读器巨型文档内存爆炸修复/closeout.md"	"documentation"	".md"	"1103"	"19"	"17"
"docs/worklogs/2026-07-17-md阅读器巨型文档内存爆炸修复/findings.md"	"documentation"	".md"	"3159"	"36"	"31"
"docs/worklogs/2026-07-17-md阅读器巨型文档内存爆炸修复/progress.md"	"documentation"	".md"	"2183"	"36"	"33"
"docs/worklogs/2026-07-17-md阅读器巨型文档内存爆炸修复/task_plan.md"	"documentation"	".md"	"4272"	"64"	"53"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/closeout.md"	"documentation"	".md"	"2418"	"30"	"28"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/findings.md"	"documentation"	".md"	"17445"	"100"	"88"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/progress.md"	"documentation"	".md"	"5303"	"45"	"37"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/task_plan.md"	"documentation"	".md"	"5176"	"95"	"70"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/方案A-导出整理成果.md"	"documentation"	".md"	"10782"	"177"	"138"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/方案B-数据备份.md"	"documentation"	".md"	"13987"	"206"	"152"
"docs/worklogs/2026-07-17-上线前三功能方案-导出-备份-图片编辑/方案C-图片简单编辑.md"	"documentation"	".md"	"10906"	"203"	"150"
"docs/worklogs/2026-07-17-官网重设计/closeout.md"	"documentation"	".md"	"1295"	"18"	"16"
"docs/worklogs/2026-07-17-官网重设计/findings.md"	"documentation"	".md"	"7597"	"60"	"52"
"docs/worklogs/2026-07-17-官网重设计/progress.md"	"documentation"	".md"	"2540"	"27"	"23"
"docs/worklogs/2026-07-17-官网重设计/task_plan.md"	"documentation"	".md"	"4662"	"67"	"56"
"docs/worklogs/2026-07-17-底栏重构-内容页动态文件信息/closeout.md"	"documentation"	".md"	"574"	"14"	"12"
"docs/worklogs/2026-07-17-底栏重构-内容页动态文件信息/findings.md"	"documentation"	".md"	"5894"	"39"	"34"
"docs/worklogs/2026-07-17-底栏重构-内容页动态文件信息/progress.md"	"documentation"	".md"	"1562"	"22"	"18"
"docs/worklogs/2026-07-17-底栏重构-内容页动态文件信息/task_plan.md"	"documentation"	".md"	"3955"	"60"	"49"
"docs/worklogs/2026-07-17-未完成工作梳理与free社区版最短路径/closeout.md"	"documentation"	".md"	"1582"	"20"	"18"
"docs/worklogs/2026-07-17-未完成工作梳理与free社区版最短路径/findings.md"	"documentation"	".md"	"11783"	"68"	"58"
"docs/worklogs/2026-07-17-未完成工作梳理与free社区版最短路径/progress.md"	"documentation"	".md"	"2784"	"27"	"22"
"docs/worklogs/2026-07-17-未完成工作梳理与free社区版最短路径/task_plan.md"	"documentation"	".md"	"2770"	"53"	"43"
"docs/worklogs/2026-07-17-树内文件行打开与拖拽/closeout.md"	"documentation"	".md"	"804"	"17"	"15"
"docs/worklogs/2026-07-17-树内文件行打开与拖拽/findings.md"	"documentation"	".md"	"4328"	"34"	"28"
"docs/worklogs/2026-07-17-树内文件行打开与拖拽/progress.md"	"documentation"	".md"	"1396"	"18"	"15"
"docs/worklogs/2026-07-17-树内文件行打开与拖拽/task_plan.md"	"documentation"	".md"	"4023"	"56"	"45"
"docs/worklogs/2026-07-17-树内文件行打开与拖拽/设计-path预览与文件行拖拽.md"	"documentation"	".md"	"6580"	"82"	"68"
"docs/worklogs/2026-07-17-画廊无缝minimap轴/closeout.md"	"documentation"	".md"	"707"	"16"	"14"
"docs/worklogs/2026-07-17-画廊无缝minimap轴/findings.md"	"documentation"	".md"	"3054"	"30"	"25"
"docs/worklogs/2026-07-17-画廊无缝minimap轴/progress.md"	"documentation"	".md"	"1568"	"22"	"18"
"docs/worklogs/2026-07-17-画廊无缝minimap轴/task_plan.md"	"documentation"	".md"	"3896"	"68"	"56"
"docs/worklogs/2026-07-17-画廊重排滚动位置恢复/closeout.md"	"documentation"	".md"	"703"	"16"	"14"
"docs/worklogs/2026-07-17-画廊重排滚动位置恢复/findings.md"	"documentation"	".md"	"2821"	"30"	"25"
"docs/worklogs/2026-07-17-画廊重排滚动位置恢复/progress.md"	"documentation"	".md"	"1604"	"20"	"17"
"docs/worklogs/2026-07-17-画廊重排滚动位置恢复/task_plan.md"	"documentation"	".md"	"2776"	"48"	"39"
"docs/worklogs/2026-07-17-视频封面关键帧提取性能审查/closeout.md"	"documentation"	".md"	"1461"	"22"	"20"
"docs/worklogs/2026-07-17-视频封面关键帧提取性能审查/findings.md"	"documentation"	".md"	"7042"	"60"	"50"
"docs/worklogs/2026-07-17-视频封面关键帧提取性能审查/progress.md"	"documentation"	".md"	"4022"	"51"	"44"
"docs/worklogs/2026-07-17-视频封面关键帧提取性能审查/task_plan.md"	"documentation"	".md"	"3481"	"62"	"51"
"docs/worklogs/2026-07-17-阅读器页UI优化/closeout.md"	"documentation"	".md"	"646"	"15"	"13"
"docs/worklogs/2026-07-17-阅读器页UI优化/findings.md"	"documentation"	".md"	"3649"	"36"	"31"
"docs/worklogs/2026-07-17-阅读器页UI优化/progress.md"	"documentation"	".md"	"2628"	"34"	"29"
"docs/worklogs/2026-07-17-阅读器页UI优化/task_plan.md"	"documentation"	".md"	"3486"	"60"	"49"
"docs/worklogs/2026-07-18-两日代码修改审查/closeout.md"	"documentation"	".md"	"549"	"14"	"12"
"docs/worklogs/2026-07-18-两日代码修改审查/findings.md"	"documentation"	".md"	"1681"	"28"	"23"
"docs/worklogs/2026-07-18-两日代码修改审查/progress.md"	"documentation"	".md"	"1233"	"19"	"16"
"docs/worklogs/2026-07-18-两日代码修改审查/task_plan.md"	"documentation"	".md"	"1717"	"48"	"37"
"docs/worklogs/2026-07-18-审查9项修复分批施工/closeout.md"	"documentation"	".md"	"854"	"17"	"15"
"docs/worklogs/2026-07-18-审查9项修复分批施工/findings.md"	"documentation"	".md"	"4114"	"41"	"36"
"docs/worklogs/2026-07-18-审查9项修复分批施工/progress.md"	"documentation"	".md"	"1854"	"26"	"21"
"docs/worklogs/2026-07-18-审查9项修复分批施工/task_plan.md"	"documentation"	".md"	"5018"	"72"	"60"
"docs/worklogs/2026-07-18-根文件夹显隐/closeout.md"	"documentation"	".md"	"418"	"13"	"11"
"docs/worklogs/2026-07-18-根文件夹显隐/findings.md"	"documentation"	".md"	"2609"	"33"	"28"
"docs/worklogs/2026-07-18-根文件夹显隐/progress.md"	"documentation"	".md"	"6301"	"43"	"38"
"docs/worklogs/2026-07-18-根文件夹显隐/task_plan.md"	"documentation"	".md"	"2611"	"51"	"42"
"docs/worklogs/2026-07-18-缩略图进度刷新丢失与视频派生独立控制/closeout.md"	"documentation"	".md"	"847"	"16"	"14"
"docs/worklogs/2026-07-18-缩略图进度刷新丢失与视频派生独立控制/findings.md"	"documentation"	".md"	"2807"	"32"	"27"
"docs/worklogs/2026-07-18-缩略图进度刷新丢失与视频派生独立控制/progress.md"	"documentation"	".md"	"1747"	"25"	"21"
"docs/worklogs/2026-07-18-缩略图进度刷新丢失与视频派生独立控制/task_plan.md"	"documentation"	".md"	"3641"	"62"	"51"
"docs/worklogs/2026-07-19-minimap审查与渲染模式设置/closeout.md"	"documentation"	".md"	"411"	"13"	"11"
"docs/worklogs/2026-07-19-minimap审查与渲染模式设置/findings.md"	"documentation"	".md"	"2778"	"41"	"33"
"docs/worklogs/2026-07-19-minimap审查与渲染模式设置/progress.md"	"documentation"	".md"	"1548"	"23"	"19"
"docs/worklogs/2026-07-19-minimap审查与渲染模式设置/task_plan.md"	"documentation"	".md"	"2965"	"65"	"51"
"docs/worklogs/2026-07-19-图片简单编辑施工/closeout.md"	"documentation"	".md"	"1657"	"25"	"23"
"docs/worklogs/2026-07-19-图片简单编辑施工/findings.md"	"documentation"	".md"	"9159"	"109"	"97"
"docs/worklogs/2026-07-19-图片简单编辑施工/progress.md"	"documentation"	".md"	"10700"	"127"	"120"
"docs/worklogs/2026-07-19-图片简单编辑施工/task_plan.md"	"documentation"	".md"	"16233"	"150"	"133"
"docs/worklogs/2026-07-19-图片编辑开源包混合升级施工/closeout.md"	"documentation"	".md"	"969"	"18"	"16"
"docs/worklogs/2026-07-19-图片编辑开源包混合升级施工/findings.md"	"documentation"	".md"	"12477"	"68"	"60"
"docs/worklogs/2026-07-19-图片编辑开源包混合升级施工/progress.md"	"documentation"	".md"	"8362"	"41"	"36"
"docs/worklogs/2026-07-19-图片编辑开源包混合升级施工/task_plan.md"	"documentation"	".md"	"5358"	"76"	"63"
"docs/worklogs/2026-07-19-导出整理成果施工/closeout.md"	"documentation"	".md"	"1239"	"21"	"19"
"docs/worklogs/2026-07-19-导出整理成果施工/findings.md"	"documentation"	".md"	"4495"	"46"	"32"
"docs/worklogs/2026-07-19-导出整理成果施工/progress.md"	"documentation"	".md"	"6099"	"51"	"42"
"docs/worklogs/2026-07-19-导出整理成果施工/task_plan.md"	"documentation"	".md"	"8022"	"77"	"57"
"docs/worklogs/2026-07-19-数据备份与恢复施工/closeout.md"	"documentation"	".md"	"1003"	"18"	"16"
"docs/worklogs/2026-07-19-数据备份与恢复施工/findings.md"	"documentation"	".md"	"5978"	"58"	"48"
"docs/worklogs/2026-07-19-数据备份与恢复施工/progress.md"	"documentation"	".md"	"12758"	"137"	"125"
"docs/worklogs/2026-07-19-数据备份与恢复施工/task_plan.md"	"documentation"	".md"	"9068"	"112"	"97"
"docs/worklogs/2026-07-20-日志能力重构/attachments/research-A-rust-backend.md"	"documentation"	".md"	"43925"	"253"	"197"
"docs/worklogs/2026-07-20-日志能力重构/attachments/research-B-in-app-ui.md"	"documentation"	".md"	"18462"	"195"	"136"
"docs/worklogs/2026-07-20-日志能力重构/attachments/research-C-agent-format.md"	"documentation"	".md"	"15207"	"143"	"105"
"docs/worklogs/2026-07-20-日志能力重构/closeout.md"	"documentation"	".md"	"1126"	"20"	"18"
"docs/worklogs/2026-07-20-日志能力重构/findings.md"	"documentation"	".md"	"5699"	"40"	"35"
"docs/worklogs/2026-07-20-日志能力重构/progress.md"	"documentation"	".md"	"35368"	"84"	"71"
"docs/worklogs/2026-07-20-日志能力重构/task_plan.md"	"documentation"	".md"	"30783"	"109"	"91"
"docs/worklogs/2026-07-21-span埋点与worker日志汇入/closeout.md"	"documentation"	".md"	"1143"	"20"	"18"
"docs/worklogs/2026-07-21-span埋点与worker日志汇入/findings.md"	"documentation"	".md"	"16905"	"130"	"112"
"docs/worklogs/2026-07-21-span埋点与worker日志汇入/progress.md"	"documentation"	".md"	"11121"	"85"	"75"
"docs/worklogs/2026-07-21-span埋点与worker日志汇入/task_plan.md"	"documentation"	".md"	"7374"	"51"	"40"
"docs/worklogs/2026-07-21-新立项视角全面Review/closeout.md"	"documentation"	".md"	"1989"	"23"	"20"
"docs/worklogs/2026-07-21-新立项视角全面Review/findings.md"	"documentation"	".md"	"26581"	"119"	"104"
"docs/worklogs/2026-07-21-新立项视角全面Review/progress.md"	"documentation"	".md"	"3313"	"28"	"23"
"docs/worklogs/2026-07-21-新立项视角全面Review/task_plan.md"	"documentation"	".md"	"2107"	"50"	"38"
"docs/worklogs/2026-07-21-无人值守清账波/closeout.md"	"documentation"	".md"	"337"	"12"	"10"
"docs/worklogs/2026-07-21-无人值守清账波/findings.md"	"documentation"	".md"	"13828"	"129"	"110"
"docs/worklogs/2026-07-21-无人值守清账波/progress.md"	"documentation"	".md"	"7594"	"56"	"48"
"docs/worklogs/2026-07-21-无人值守清账波/task_plan.md"	"documentation"	".md"	"3315"	"55"	"43"
"docs/worklogs/2026-07-22-AI与人脸流水线根治/closeout.md"	"documentation"	".md"	"1022"	"15"	"13"
"docs/worklogs/2026-07-22-AI与人脸流水线根治/findings.md"	"documentation"	".md"	"8883"	"86"	"70"
"docs/worklogs/2026-07-22-AI与人脸流水线根治/progress.md"	"documentation"	".md"	"6744"	"57"	"48"
"docs/worklogs/2026-07-22-AI与人脸流水线根治/task_plan.md"	"documentation"	".md"	"5291"	"75"	"60"
"docs/worklogs/2026-07-22-前端动画重构/attachments/anim-inventory.md"	"documentation"	".md"	"19042"	"256"	"233"
"docs/worklogs/2026-07-22-前端动画重构/attachments/architect-plan.md"	"documentation"	".md"	"11645"	"115"	"92"
"docs/worklogs/2026-07-22-前端动画重构/closeout.md"	"documentation"	".md"	"745"	"16"	"14"
"docs/worklogs/2026-07-22-前端动画重构/findings.md"	"documentation"	".md"	"2388"	"28"	"23"
